tract_fips,equity_dimension,group_rows,primary_suppressed_cells,complementary_suppressed_cells,total_suppressed_cells,status,rule
25017355000,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017355000,primary_language,7,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017355000,race_ethnicity,9,7,0,7,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017356100,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017356100,primary_language,7,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017356100,race_ethnicity,9,7,0,7,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017356300,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017356300,primary_language,7,4,0,4,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017356300,race_ethnicity,9,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017356400,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017356400,primary_language,7,4,0,4,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017356400,race_ethnicity,9,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017356500,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017356500,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017356500,race_ethnicity,9,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017356601,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017356601,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017356601,race_ethnicity,9,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017356602,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017356602,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017356602,race_ethnicity,9,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017356701,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017356701,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017356701,race_ethnicity,9,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017356703,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017356703,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017356703,race_ethnicity,9,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017356704,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017356704,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017356704,race_ethnicity,9,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017357100,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017357100,primary_language,7,4,0,4,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017357100,race_ethnicity,9,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017357200,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017357200,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017357200,race_ethnicity,9,7,0,7,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017357300,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017357300,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017357300,race_ethnicity,9,7,0,7,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017357400,disability_status,3,2,0,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017357400,primary_language,7,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017357400,race_ethnicity,9,8,0,8,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017357500,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017357500,primary_language,7,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017357500,race_ethnicity,9,8,0,8,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017357600,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017357600,primary_language,7,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017357600,race_ethnicity,9,7,0,7,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017357700,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017357700,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017357700,race_ethnicity,9,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017357800,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017357800,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017357800,race_ethnicity,9,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017358100,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017358100,primary_language,7,4,0,4,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017358100,race_ethnicity,9,4,0,4,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017358300,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017358300,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017358300,race_ethnicity,9,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017358400,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25017358400,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
